,Title,Year,Audience,Runtime,Rating,Earnings,Color,Genres,G_Action,G_Adventure,G_Animation,G_Biography,G_Comedy,G_Crime,G_Documentary,G_Drama,G_Family,G_Fantasy,G_History,G_Horror,G_Music,G_Musical,G_Mystery,G_Romance,G_SciFi,G_Thriller,G_War,G_Western
157,Ant-Man and the Wasp,2018,PG-13,118,7,622674139,#b92011,"['Action', 'Adventure', 'Comedy']",True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
158,How to Train Your Dragon 2,2014,PG,102,7.8,621537519,#d9dfd5,"['Animation', 'Action', 'Adventure']",True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
159,Logan,2017,R,137,8.1,619179950,#77584f,"['Action', 'Drama', 'Sci-Fi']",True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
160,The Lost World: Jurassic Park,1997,PG-13,129,6.5,618638999,#676153,"['Action', 'Adventure', 'Sci-Fi']",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
161,Casino Royale,2006,PG-13,144,8,616502912,#253245,"['Action', 'Adventure', 'Thriller']",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
162,The Passion of the Christ,2004,R,127,7.2,612054506,#6a2d14,['Drama'],False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
163,Mamma Mia!,2008,PG-13,108,6.5,611257819,#93c7e7,"['Comedy', 'Musical', 'Romance']",False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
164,Life of Pi,2012,PG,127,7.9,609016565,#bc9885,"['Adventure', 'Drama', 'Fantasy']",False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
165,Transformers: The Last Knight,2017,PG-13,154,5.2,605425157,#22222e,"['Action', 'Adventure', 'Sci-Fi']",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
166,Madagascar: Escape 2 Africa,2008,PG,89,6.7,603900354,#c0bc50,"['Animation', 'Adventure', 'Comedy']",False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
167,War of the Worlds,2005,PG-13,116,6.5,603873119,#573836,"['Action', 'Adventure', 'Sci-Fi']",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
168,Tangled,2010,PG,100,7.8,592462816,#b0926e,"['Animation', 'Adventure', 'Comedy']",False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
169,Quantum of Solace,2008,PG-13,106,6.6,589580482,#ddba92,"['Action', 'Adventure', 'Thriller']",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
170,Men in Black,1997,PG-13,98,7.3,589390539,#434e70,"['Action', 'Adventure', 'Comedy']",True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
171,The Croods,2013,PG,98,7.2,587235983,#bedfe5,"['Animation', 'Adventure', 'Comedy']",False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
172,The Hangover Part II,2011,R,102,6.5,586764305,#a37748,['Comedy'],False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
173,Iron Man,2008,PG-13,126,7.9,585796247,#925734,"['Action', 'Adventure', 'Sci-Fi']",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
174,I Am Legend,2007,PG-13,101,7.2,585410052,#d8c061,"['Action', 'Drama', 'Sci-Fi']",True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
175,Ready Player One,2018,PG-13,140,7.4,582893671,#353384,"['Action', 'Adventure', 'Sci-Fi']",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
176,"Monsters, Inc.",2001,G,92,8.1,579707738,#31687d,"['Animation', 'Adventure', 'Comedy']",False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
177,Operation Red Sea,2018,TV-MA,142,6.6,579330426,#9aa390,"['Action', 'Drama', 'Thriller']",True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
178,Night at the Museum,2006,PG,108,6.4,574481229,#7d5d40,"['Adventure', 'Comedy', 'Family']",False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
179,Fifty Shades of Grey,2015,R,125,4.2,569651467,#100c0b,"['Drama', 'Romance', 'Thriller']",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False
180,Kong: Skull Island,2017,PG-13,118,6.7,566652812,#354e60,"['Action', 'Adventure', 'Fantasy']",True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
181,The Smurfs,2011,PG,103,5.4,563749323,#86a6c2,"['Animation', 'Adventure', 'Comedy']",False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
182,Cars 2,2011,G,106,6.2,559852396,#ba323b,"['Animation', 'Adventure', 'Comedy']",False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
183,King Kong,2005,PG-13,187,7.2,556906378,#bbd0d6,"['Action', 'Adventure', 'Drama']",True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
184,Puss in Boots,2011,PG,90,6.6,554987477,#f4b725,"['Animation', 'Adventure', 'Comedy']",False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
185,The Mermaid,2016,R,94,6.2,553810228,#829ba3,"['Comedy', 'Drama', 'Fantasy']",False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
186,Armageddon,1998,PG-13,151,6.7,553709788,#f8c723,"['Action', 'Adventure', 'Sci-Fi']",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
187,The Day After Tomorrow,2004,PG-13,124,6.4,552639571,#394c67,"['Action', 'Adventure', 'Sci-Fi']",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
188,Ted,2012,R,106,6.9,549368315,#58613f,['Comedy'],False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
189,American Sniper,2014,R,133,7.3,547426372,#48413c,"['Action', 'Biography', 'Drama']",True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
190,Mission: Impossible II,2000,PG-13,123,6.1,546388108,#a93f32,"['Action', 'Adventure', 'Thriller']",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
191,Detective Chinatown 2,2018,R,121,6.1,544185156,#acbbc0,"['Action', 'Comedy', 'Mystery']",True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
192,X-Men: Apocalypse,2016,PG-13,144,6.9,543934105,#62727c,"['Action', 'Adventure', 'Sci-Fi']",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
193,Sherlock Holmes: A Game of Shadows,2011,PG-13,129,7.4,543848418,#2b5871,"['Action', 'Adventure', 'Mystery']",True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
194,Despicable Me,2010,PG,95,7.6,543113985,#104a7d,"['Animation', 'Adventure', 'Comedy']",False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
195,Cinderella,2015,PG,105,6.9,542358331,#4a5d7f,"['Adventure', 'Drama', 'Family']",False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
196,Madagascar,2005,PG,86,6.9,542063846,#7b6a4b,"['Animation', 'Adventure', 'Comedy']",False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
197,World War Z,2013,PG-13,116,7,540455876,#8d949a,"['Action', 'Adventure', 'Horror']",True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
198,Brave,2012,PG,93,7.1,538983207,#598d9b,"['Animation', 'Adventure', 'Comedy']",False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
199,Star Wars: Episode V - The Empire Strikes Back,1980,PG,124,8.7,538375067,#56667b,"['Action', 'Adventure', 'Fantasy']",True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
200,The Simpsons Movie,2007,PG-13,87,7.3,536414293,#f6c910,"['Animation', 'Adventure', 'Comedy']",False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
201,The Revenant,2015,R,156,8,532950503,#5d6d8b,"['Action', 'Adventure', 'Drama']",True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
202,The Meg,2018,PG-13,113,5.6,530438278,#165a72,"['Action', 'Horror', 'Sci-Fi']",True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
203,Ralph Breaks the Internet,2018,PG,112,7,529323962,#56c7e3,"['Animation', 'Adventure', 'Comedy']",False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
204,Hotel Transylvania 3: Summer Vacation,2018,PG,97,6.3,528583774,#b7a891,"['Animation', 'Adventure', 'Comedy']",False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
205,The Boss Baby,2017,PG,97,6.3,527965936,#1e91c8,"['Animation', 'Adventure', 'Comedy']",False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
206,Dunkirk,2017,PG-13,106,7.8,527016307,#4a585e,"['Action', 'Drama', 'History']",True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
207,Godzilla,2014,PG-13,123,6.4,524976069,#724128,"['Action', 'Adventure', 'Sci-Fi']",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
208,How to Train Your Dragon: The Hidden World,2019,PG,104,7.4,524389083,#225184,"['Animation', 'Action', 'Adventure']",True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
209,Sherlock Holmes,2009,PG-13,128,7.6,524028679,#4c767b,"['Action', 'Adventure', 'Mystery']",True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
